,node,embedding
52,1112,"[ 4.15108571e+02 -4.30791500e+01 -7.08434929e+01  4.78391870e+01
  4.77451250e+00 -1.54084925e+01 -3.16885522e+01 -2.92392473e+01
  3.68222448e+01  5.45495894e+01  1.57913107e+01  9.45273204e+00
  2.86799667e+00  8.44016258e+00  2.70791769e+01  1.47515869e+01
 -2.67098383e+01  6.54421138e+00 -2.85404262e+01 -8.18600825e+00
  2.16663360e+00  5.16693652e+01  7.78960674e+00  8.44360363e+00
  2.06972417e+01 -2.04830780e+01 -6.63877819e+00 -7.68319678e+00
 -1.28695652e+00 -1.90148783e+01  4.78056260e+00 -1.40200937e-01]"
53,1396,"[ 9.37868455e+02 -7.74769514e+01 -1.21963188e+02 -7.42186863e+01
 -7.82509895e+00 -7.93252095e+00 -1.19960497e+02  3.70551282e+01
  1.06375356e+01 -3.20782265e+01  6.70405653e-01 -6.41271328e-01
 -2.60056360e+01  3.13175474e+01  1.89931939e+02  1.85768709e+01
  2.32626277e+01  4.56731405e+00  7.59512301e+01 -3.14501735e+01
 -2.67480222e+01  4.96501538e+01  3.00051262e+01  1.76355557e+01
 -5.51449972e+01 -1.19729736e+01 -2.00716629e+01  3.70395728e+01
  1.95901737e+01  2.16045280e+01  1.39446574e+01  1.83424759e+01]"
54,1454,"[ 7.11407833e+02 -2.51763147e+01 -1.36918995e+02 -4.32427101e+01
 -2.45886437e+01 -6.18710549e+01  1.58215777e+01 -1.18601699e+02
  2.29416699e+01  3.51878685e+01  5.13223144e+01  5.41212906e+00
  1.46355429e+00 -1.79213784e+00  1.19215635e+02  5.46948538e+00
  5.88033730e-01  3.89950167e+01 -9.85956728e+01  3.26236578e-01
 -1.56566507e+01 -9.42478377e+00  2.00496775e+00  6.46096264e+00
 -2.06319223e+01  2.42689368e+01 -5.01941438e+00 -3.83446844e+00
  3.22546868e+00 -1.26918598e+01 -2.04797377e+00 -2.13083139e+01]"
55,1679,"[1221.45665719 -278.78553247  738.28650175 -237.19908123    1.46488505
  -84.18245326   69.1449852   110.08136652  -30.01529493  152.54032263
  -23.88982708 -339.29045589  210.49978034  -13.25908508   90.79581666
 -181.54829978  126.93860368   -6.75435644  -58.70142433  -24.21680272
   52.45698657 -100.6055273  -116.90844558  -44.57151588   31.78829259
  -56.35636508  -21.70848977   47.70152072   25.04356624   94.68295542
  -31.53967424  -40.06627711]"
56,2615,"[20.221627   -0.61994148 -1.33074845 -2.41164041 -1.10380234 -1.27508784
 -0.06361909 -1.78619818  2.58067881 -0.68713382  1.32749584 -4.17710441
 -2.13458372  1.75789211  4.65997457  0.67255533  2.41754438 -1.49626795
 -1.77023728 -1.385117    1.03971623  0.74677595  1.09533843 -0.09823206
  1.08299444 -1.21410906 -3.208344   -1.11025241 -0.26154584 -2.18453218
 -1.18151683 -0.40617952]"
57,2809,"[1406.69425811 -321.95900836  837.7729517  -205.70104944   58.25547452
   19.61842931   77.58041386  153.13964177   33.83862502   99.03408557
  -92.03429081 -204.73333983 -134.83359167  -42.30902346   25.23031133
  325.02032195   10.89153933  255.1676943   -46.75608039   -9.28115686
  -42.79721944  -86.10253351   15.44421763   14.54057168   22.68810662
  -43.96164792   19.25836178   62.87272157  -26.11864374  -91.67335857
  -10.82661327   22.66058981]"
58,2890,"[ 2.35044702e+00  1.84188783e-01  2.72866747e-01 -7.31679981e-02
 -9.87795869e-01  1.39606053e-01 -1.45741740e-01 -1.02708559e-03
 -6.05350740e-02 -5.33788550e-01  7.64813778e-02 -4.56096365e-01
 -3.31750591e-02  2.37653762e-01  7.13390226e-01  2.01634703e-01
  1.15104537e+00 -3.36588139e-01  1.11534297e-02 -1.74853201e-01
  9.62743773e-01  1.85039513e-01  8.24524072e-01 -6.03379478e-01
 -3.62472700e-01 -3.15015402e-01 -1.33055503e+00  3.18301101e-01
  2.84684538e-01 -7.33504705e-02  2.00456349e-01  2.23545416e-01]"
59,3653,"[1262.49794727  540.54197721 -155.94321981  -71.81349813  -55.34893366
   54.4891778   266.9980466   227.4000536    45.55282952  136.99696025
  -99.10709805  -16.64219976  -85.27066175  139.38021632  184.91558243
 -112.35740757  218.92726372   62.67698099   32.57819615  -44.31056951
 -173.79587489  -19.30427875  108.2975664   163.4409086    36.65677122
   93.50006504  155.01230556   -4.09432602  -24.95079155  -19.64516164
    6.58156972  -23.3213233 ]"
60,3886,"[247.22105242 -39.82806025  77.60984287  58.14495367   6.88438976
  -6.81468982  11.98136549  -6.42921764  14.0683708   -5.97958104
  -9.35311418 -18.71509177  -6.69315581   2.09569558   8.46707238
   4.08061848  -7.76488589 -11.77770214  -6.12963543   4.07044985
  -2.05606214  -9.63923812   2.69127784   0.50697875  -1.24573589
  -8.0526626   -4.31604556 -10.02825165  -3.53150359  -2.20253871
   0.38813522   1.88076159]"
61,3965,"[192.9767414  -17.72572121   9.39633129 -33.09360932  -0.82953004
   0.56557875  -1.91085465 -38.19442445   2.12980569 -31.03498214
   2.07350147  12.54402695   6.3353642   11.29135005 -14.59380049
 -21.7094952   16.22928443 -18.28614677  14.19706415   8.25439073
  -9.3565286    9.65969049   0.81467644  -2.97515985   0.93619163
  21.85698289  -3.00159234 -12.17499038  20.45183618  -2.24068906
  12.17919105  -2.31189788]"
62,4201,"[ 3.37504767e+01 -2.15871165e-02 -9.84589938e+00  5.80146149e+00
  1.08331798e+00 -2.97159275e+00 -1.08850771e+01 -6.74190150e+00
  2.91616121e+00  1.23960761e+01  6.61294930e-01 -1.25177963e+00
 -1.75065141e-02 -3.77615331e-01  9.02559397e-01 -1.15218064e+00
  2.96140664e-01 -1.59106414e+00 -1.18751084e+00 -1.91013033e-01
  4.24090557e-01  1.93094947e+00 -2.09973753e+00 -5.77878384e+00
  2.30272925e+00 -4.33843420e-01  6.57911799e-01  2.69755717e+00
  1.29785652e+00 -2.54283016e+00  1.72592837e+00  5.31703009e-01]"
63,4563,"[222.28485838 -13.65507898 -21.36301426 -40.39480293  -7.14771856
  -6.4017874   39.15682829 -38.94189744   0.44036399   2.07837683
   5.3993136   -1.18450082  -3.54781352  10.17647262  23.23639484
   4.58867111  21.40009432   5.76369181 -30.80495517   4.28288834
  -4.86784479  -2.96117983  10.70131749  -7.92663242 -13.96511918
  -6.9512742   -6.25788938  -9.45241032  -3.13784975   2.15265486
  10.90036852   1.6470249 ]"
64,4799,"[2379.76649185 -661.92383709 1234.55797489 -333.0372037   124.53531269
  168.03934357  -65.12896397   54.87729239   58.73888794    6.0673791
 -342.52805102  821.92849014  132.48651345  -71.70306795   58.751207
 -171.27127791   -9.00601639   78.2819546   -36.65890282  -40.83947317
   39.0875625    -6.16488148   -6.34943054  -22.88154712   -8.99542191
   30.54480085   12.67227651   14.3099462   -27.70423398   -7.29123121
  -25.27744628   15.01146469]"
65,5030,"[ 80.47664315  -5.35287227  -2.63382736   6.89018145  -3.67400079
  -3.9024316  -10.32502003  -6.27903556   2.81374535   7.52578354
  -5.6980053    2.61597525   2.70182419  -0.68958259  14.68775623
   1.98068934   1.79534975   4.23968808   4.35537579  -2.2959162
  -0.56104022   8.88619712  -0.53955286  -0.98984507  -4.17059686
  -7.02959558   1.57723376  -1.80225758   6.3954162    0.15505673
   6.63131493   2.74713863]"
66,5882,"[1150.91149681 -239.5650658  -160.94215331 -287.6021862  -312.39927698
 -245.28469319  345.84266614   29.31761242 -178.80794356  182.71718483
  -47.05629594   80.49763328   -6.74062179   26.30317045  -38.38109942
   19.45088602  140.31769801    3.64429935   38.15833978    9.14925525
    6.65221096  -71.02944378  -72.10827299  -29.06205557  -58.14297962
   31.7899845    76.21058216  -56.24284583   22.56802567   62.80912482
   -5.65192456   -7.8594353 ]"
67,6126,"[ 465.54830354  -20.11568903  -73.65852339  -33.93753415    7.3741731
  -64.79073644  -87.7762259   -20.64988505    3.746586   -133.57540117
   17.34971904   21.27053254   38.61996847   -3.95286649    1.56011516
  -24.40669858    6.32393485  -16.24854201    7.27796309    0.6580944
    9.65270722  -53.93248012   23.52710419   24.28146271   66.83130665
   49.34835414   -7.51109697  -17.32070986   -6.03712622   -7.45808309
   20.9582275     4.41053639]"
68,6711,"[290.40198986 -37.88892933 -22.13968927 -46.87452397   6.97230729
   7.44065219 -56.66965346  70.87468862 -26.99707535 -81.68508834
 -15.5044285   -6.92084202  -1.78540314   8.32401148  93.35599149
  -2.37078661  -5.51346335   4.79955104 110.84792956  11.79227126
   3.31285627   8.50660191  -2.17822837  -2.98961335 -66.73259957
   9.86999457  -4.95984665  87.31931935  -4.7687322    4.75679383
  30.78534984  17.11509335]"
69,281,"[ 7.60943430e+02 -1.63155885e+02  2.29255110e+02  1.35293940e+01
  1.82921004e+01  3.20115146e+01 -1.11899815e+02 -6.84353321e+01
  1.13056521e+01 -1.05292260e+02 -9.54862454e+01  1.49301453e+02
  3.05752575e+01 -2.81335082e+01 -2.77954482e+01 -5.21252746e+00
  3.48747307e+01 -1.73158506e+00  2.55285698e+01  1.02441724e+01
  4.62796255e-01  3.73704342e+01 -5.53921343e+00 -1.95453999e+01
 -6.62513948e+01  4.10701529e+01 -1.00783255e+01 -2.93829687e+01
  2.13614680e+01 -1.40900390e+00  2.49519265e+01 -6.69356381e+00]"
70,308,"[ 479.00612439  -49.58020831 -142.08595472   19.75232641  -12.62736041
    7.06224384  -64.82009553  135.82095039   13.91905281   -7.48496015
    3.05105161    0.51653713    0.7120586    -3.16907863  -17.26930071
  -11.40600093    8.16846635   -6.41019848   -8.51522961  -29.48951964
  -16.30890032   29.53014054    0.81367573  -32.04402943    4.41998595
  -31.10623525   12.46295002    4.77009786   -1.78410667    0.66380629
   -3.97865156   18.25748844]"
71,1137,"[ 8.12900472e+02 -2.58169835e+01 -1.54766551e+02 -1.24317039e+02
  4.22087586e+00 -3.61828200e+01  1.12577921e+01 -1.05077964e+02
  4.37322133e+01 -2.07592949e+01  3.70656280e+01 -1.37253538e+01
  2.74143029e+01 -9.29706360e+00  7.97128174e+01  1.70093329e+01
 -2.51686148e+01  2.56385121e+00 -3.09145345e+01  5.86647231e+00
 -1.12563528e+01  1.39352586e+00 -4.66599877e+00 -7.59702362e-01
  6.43577972e+01  2.76014373e+00  2.93416072e+00  1.38711598e+01
 -2.60900811e+01 -2.12384228e+01 -2.21894684e+01 -1.01807083e+01]"
72,2414,"[ 7.95190909e+02 -3.32085238e+01 -7.71372168e+01  4.10088137e+02
 -1.03022215e+02 -3.59129441e+00  6.47427583e+01  4.68376992e+01
  4.77134602e+01  8.84491824e+01  2.39418427e+01  2.26479843e+01
 -2.67083072e+01 -4.80993044e+01  5.36949725e+01 -1.38491788e+01
  8.99245350e+00  6.21313191e+01  3.35876548e+01 -3.46075059e+01
  2.44445295e+01  4.22624982e+01  3.96138824e+01 -6.78470301e+00
  3.87559085e+01  2.38568811e-01 -1.14645250e+01 -8.28912885e+00
 -1.00470920e+01  1.17612738e+02 -1.18545477e+01 -1.20481114e+02]"
73,3429,"[122.66732276  -6.71246832 -21.83911184  -4.75369835   7.28567917
  -4.17906659 -25.25837852 -28.75397218   8.27598623  36.72659919
  -0.12793702   3.79817455   5.49728482  -1.06270407   5.97821233
  -2.7786741    3.60451099   6.15140106   2.42277994  -3.41851567
  -3.56968481   1.9972453   -1.92510115   3.72694172  -0.49346767
  -8.47851228   4.46405344  -8.22292815  -9.37119206   1.03747587
  11.22386069   4.50025628]"
74,3447,"[692.15609379 -70.78777166   3.72587799   5.52626095 -38.07320125
 137.68289354 193.71165752  36.4080515   11.69208636 105.70799733
 -37.47911564   7.83768736 -26.96603116  -1.13447422 -42.85320282
  17.1468083   77.56540604  15.26336888 -37.66988618  12.30280196
 -32.31133359  52.12781481   5.94237956  12.30265461  -4.29742486
  16.74042912 -30.18064376  50.62919222  14.31221553   1.97672873
  99.13942018  10.84669653]"
75,4373,"[595.26305534 -43.78256994 -23.54474027 -54.74225231  -8.0300685
  40.93833474  16.50556343 -54.11734422  39.40236824  48.14188823
  -9.17658049   0.73109323  -2.07407086  -4.42288117   6.97938767
 -20.13368627  84.90817213  13.53836029  45.21257698   7.51609687
 -21.93063704  19.83791255  17.00235371   0.90082607 -27.70776986
 -14.76796521 -44.99101365 -32.9260486    9.61704078  -8.61380322
  10.43878455  14.65889589]"
76,4543,"[ 2.85302405e+02 -9.26046049e+01  1.27984165e+02 -2.94944843e+01
  1.79586327e+01  2.14454310e+01  1.42824181e-01  1.30305658e+01
  3.58560479e+01  1.58573371e+01 -2.85622320e+01 -7.23367012e+01
  5.13624839e-01 -8.18752228e+00 -3.04900394e+01  1.55259454e+01
 -3.19067576e+00 -7.12683369e+00  1.29229775e+01  7.26585093e+00
 -9.20172672e+00  4.63706750e+00 -7.64521838e-01  7.40954960e+00
 -2.51384611e+00  2.96029043e+01 -5.48871999e+00 -3.59210975e+00
  6.76965665e+00 -1.38420071e+00 -2.69257308e+01 -4.94447847e+00]"
77,4632,"[ 6.15608701e+02 -2.74249280e+01 -7.75897753e+01  4.94770454e+01
  9.45655314e+00 -4.86447140e+01  3.45164902e+01 -3.17126599e+01
  6.76980067e+01 -4.40095370e+00 -1.06774470e+01  2.15290828e+00
 -5.65011998e+01  3.86563846e+01  5.57476772e+01 -4.91399619e-01
  6.35205307e+01  6.06496630e-01 -4.40611416e+01 -4.92336557e+00
 -1.76830097e+01  1.67992376e+01  6.80930531e+00 -5.81054541e+00
 -2.53231713e+00  7.07108460e-02 -1.64580942e+01  7.33662171e+00
 -4.75545996e+00 -2.96950147e+00  2.16052705e+01 -7.72142731e+00]"
78,4844,"[265.46953957  -9.46314877 -87.34866717 -29.95238148  22.41858982
  -4.61886866 -17.84264107 -18.76163988  24.76198709  73.50788099
  16.85527244  -3.83280477   5.09111385  -1.50870603  22.47774686
  -5.07142532  -7.12966655  -1.31342253  24.90945075 -13.57448009
  -8.25268864  20.79877865 -17.52048106  -9.1349036   12.08395539
 -31.1298336    4.87489674 -28.6991385  -12.24040805  -4.34748362
 -11.66727227   4.18678336]"
79,5119,"[ 9.53735846e+02 -7.05868289e+01 -8.59414418e+01 -2.73930673e+02
  8.89351207e+00  3.49619244e+01  1.57289962e+02 -1.36097107e+02
  6.29330086e+01 -7.20286046e+01  2.03895563e+01 -9.85008294e+00
 -2.50696035e+01  4.06139041e+01 -1.22316994e+01 -1.44724345e+01
 -4.79243240e+01  9.24842160e+00 -7.65337008e-01  2.23610785e+01
 -5.85459885e+01  2.50128606e+01  1.81218404e+01 -3.99517250e+01
 -1.79993884e+01 -2.56840612e+00 -1.99655859e+01  1.77110112e+00
  3.84788970e-01  2.99073208e+01  2.09605308e+01  2.16073455e+01]"
80,5585,"[ 5.43606054e+02 -6.58397695e+01 -1.33538334e+02  6.49876498e+01
 -2.99038262e+00 -3.90734014e+01 -1.75871289e+02 -8.94616121e+01
  3.33925682e+01  1.78578781e+02  2.28006195e+01  3.11019915e+01
  1.93172226e+01  1.74313327e+01  2.66165947e+01  2.17840023e+01
  7.81491578e+00  1.94905315e+00  4.08127242e+01 -5.93550781e+00
 -1.16280242e+01  2.13724861e+01 -2.43916702e+01  1.86249299e+01
  4.58439441e+00 -2.29285464e+01  2.07999771e+01  3.48954712e-01
  1.35173883e+01 -3.05471851e+01  9.83486742e+00  1.48115236e+01]"
81,5884,"[1734.99710147 -218.1737269  -416.37182903 -119.8912397    35.72504417
  -89.25223434 -173.17169574  -31.06804219  191.20689056  129.19986451
   51.6629778    36.19425449   63.73993772   64.78325922 -127.1454818
  -79.39910261   23.24410943  154.80630474  -18.36195687  -13.10766751
 -113.66648349  -52.66469694  -16.14657249  -39.59886152  -24.20079809
    5.18027922 -139.23455845  -20.40607268  120.90174176  -99.77530212
  -17.10301983 -122.39290172]"
82,1495,"[1589.6564457  -427.56138485 -107.85116615  -99.06152992    6.67583267
   64.09823458   51.6578865    30.53085362  225.27136072   -6.6309362
  184.02313399    3.50931588   61.87720985  -96.60719766   18.7909652
   60.18718246  -67.15062921  -48.60408445   45.84685957    9.70917758
   22.33933296  -38.90004661  -24.6641498     8.79410988  -59.05979847
  -48.02961439   49.14037494   64.30649046  -20.92627355  -13.55432816
   20.09296788    7.02724207]"
83,1953,"[ 941.52696235  -62.75696978  213.91276817  551.72271989  -45.08111189
   44.35942739  148.63031195   18.36150946  -20.57867679  -65.74973291
  -18.71068121    6.98726597   56.08463667 -151.46658791   35.8529641
    6.67207116  -51.03449891   73.1359105    56.90510374  -13.08201525
    6.49693005  -53.93657697  -12.50201213   46.21211762    1.73705409
  -24.94777846   29.57538978    9.09346581  112.37900283    2.15441599
   -2.56435453  -15.75031753]"
84,2945,"[ 3.65042731e+03 -7.30200283e+02  1.30625708e+02  3.40920273e+02
 -3.22126793e+01 -2.94509791e+02  1.20026812e+00 -1.16228615e+02
  5.35387370e+02  7.96875488e+01 -5.33873730e+02 -1.41634984e+02
 -4.42873950e+02  1.82345050e+02 -1.74766859e+01 -1.09645363e+02
 -9.91409592e+01 -1.56436258e+02 -4.60242939e+01 -3.84712314e+01
  1.23864534e+02 -3.46917001e+01  1.57251729e+01 -1.28541423e+01
  3.54923209e+00 -9.27931708e+00 -4.66157495e+00 -8.61047725e+00
 -1.28543178e+01  9.98213309e+00  3.00175320e+00  2.08785589e+01]"
85,4013,"[ 2.97777057e+02 -3.63498786e+01  4.12148932e+01  1.76142285e+02
 -3.99961993e+01 -3.80088520e+01  7.87962411e+01  3.77911747e+01
 -1.57731775e+01 -2.72191530e-01 -5.53323120e+00 -2.09622221e+01
 -3.28603404e+00 -3.11379280e+01  1.93157208e+01 -1.86472369e+01
 -7.38315323e+00 -8.12021349e+00  1.11065082e+01  9.62393552e+00
 -2.42735887e+01 -1.99889238e+00  8.43975514e+00 -2.92883133e+01
 -6.08633846e+00  1.09733105e+01 -2.47714096e+00  2.88372109e+01
 -2.87115605e+01  1.03582943e+01 -1.33142838e+00  9.33956670e+00]"
86,4162,"[ 419.83854248 -103.45203093  393.62157595  -78.73200603   -0.76543782
   -7.12269705  -62.65138737   66.45495956   -0.47628534    3.91953502
  -39.89510467  -41.92695121  -27.59065567   12.1566267    45.07449716
   18.25895493   47.37174485  -35.94535663   -6.72205735   22.10958254
   -8.02297542   -2.17559903   13.84930469   -7.81703746  -59.00304866
   59.63752398  -28.31000608   41.80253409   16.42555107  -17.70213441
  -72.62188356   -5.00695746]"
87,5163,"[ 4.95208532 -0.62935635 -0.28203534 -1.75630895  0.4001558   0.63504285
  0.21549973  0.95308406 -1.28663667 -0.74949603 -0.5498511   0.54669918
 -0.3226852   0.88175894  1.84526965 -0.68022018  1.12425221  0.35979846
  2.28482604  0.95367327 -0.97626761  0.03143345 -0.23797912 -0.30168152
 -1.70969889  0.14604522  0.06422416  1.25613956 -0.22000282  0.17128363
  1.31136824  0.07334847]"
88,170,"[166.29976023 -20.0756135   -1.33537948  75.22652191  -3.80804872
 -17.56272623  13.35146033 -17.89163903   4.2240568  -17.31306591
  -1.35154718  -2.10534254  -6.16643654 -11.39664891  -8.47983525
 -14.01078863   3.92001634   7.96963719 -14.40398462  -1.74621081
  -0.90179222  -1.23633876   0.82618444   0.27901397  -7.83875217
   1.70013268  -3.46214832  -0.8549706    5.48604991  -3.01936138
   2.58591216  -6.34498042]"
89,1903,"[ 68.14183509  -0.11464142   4.50240169  57.63390787  -7.08337284
   0.26844891  18.89041382   6.26971748  -3.46215062  -0.07352298
  -4.48960233  -0.92170075   4.94996465 -10.2339317   -5.4236797
   0.23754369  -1.4926812    4.3507579    3.38879086   2.42491415
  -2.71501949   5.99269443  -1.19126559  -1.6414055    2.55883275
  -2.23740017  -0.94325922   5.26591355  -1.09461439   3.20476169
   1.99242827  -0.33632902]"
90,2651,"[ 7.36376481e+02 -7.77464319e+01  1.05550880e+02  2.57803389e+02
 -4.49958289e+01  9.74548269e+00  3.20297849e+01  2.30348076e+01
 -2.26021885e+01 -3.36845702e+01  1.15975246e+02  3.43842606e+01
 -8.42072379e+01  1.31017115e+01  5.48284892e+00 -2.33144040e+01
 -2.62743775e+01  1.17770549e+01  5.14791059e+01 -3.75995945e+00
  7.43420520e-01  7.45069349e+01 -4.61682438e+00 -4.44660667e+00
  5.34168822e+00 -3.17636579e+01 -5.43864433e+00 -6.62521081e+00
  5.05819997e-01 -1.09571553e-01  3.62663962e+01  5.56970301e+00]"
91,3371,"[594.87914529 -47.36484685  78.52208782 149.82783112 -15.77411067
  37.04758075  76.48279514  56.76748321  -1.35405304  20.08713184
  39.34577121   3.95372387 -35.24486113  -6.79851047  15.85862733
 -19.35010254  10.11862067  14.00244418  75.59889521  -6.65089826
  -8.86214388  11.35402845  -1.30507101  -6.04097822 -12.04610739
 -36.27506787 -12.60640063 -34.39865899  -1.23216435 -23.15964326
   4.04021488   6.09268593]"
92,4038,"[ 1.13760496e+03 -2.63881473e+02  1.48230121e+01  3.64491308e+02
 -4.36495284e+01 -1.67504443e+02 -2.54410557e+02 -2.02672580e+02
 -7.13144786e+01  8.63334246e+01  3.75260384e+01 -4.03538915e+01
  7.29126646e+01 -1.36334334e+02 -1.22873907e+02 -5.41526853e+01
 -4.84447402e-01  2.27203925e+01  2.08369432e+01  3.59241496e+01
 -6.08652819e+01 -6.83397960e+01  9.48644302e+01 -1.03846563e+01
 -4.91720460e+01  1.57970737e+01 -6.42436639e+01  3.51938036e+01
 -9.32457264e+01 -4.78398179e+01  1.05596696e+01  2.19602475e+01]"
93,4616,"[21.76702689  5.25359388  0.66659517 23.32189753 -2.88033712 -4.14095297
  7.81381903  0.40791177  2.84104224 -5.11257711 -5.80963264 -0.69548113
 -0.97936835 -3.10868318 -0.9358349  -0.5434379  -0.25304932  1.51703306
  3.2813353  -0.16507789 -0.86293566 -3.99742992  0.29898152 -1.25753077
  0.30010933 -1.88628213 -0.90232095 -3.94031154 -0.77028701  0.65791538
 -0.8972981   0.53337542]"
94,5654,"[ 3.86377711e+02  8.66291464e-03 -7.16111058e+01  5.46876421e+01
 -2.75303216e+01  1.73273841e+01  6.10327320e+01 -2.99001662e+01
  3.98836833e+01 -4.53218041e+01  2.18627491e+01 -1.04578523e+01
  8.62602558e+00 -2.38112982e+00  2.11045604e+01 -2.67858748e+01
  4.29402435e+01  1.66744490e+01  2.43808233e+01 -5.81457213e+00
  3.72174031e+00  3.81747062e+00  1.54277615e+01  6.11383252e+00
  3.05028861e+01 -7.51022316e+00 -2.64253703e+01  6.04311576e+00
 -6.23660038e-01  5.85669908e-02 -1.50111359e+01  7.81756203e+00]"
